YEAR,ST_CASE,NUM_PEDS,NUM_VEHC,PERSONS,HOUR,ROAD_NAME,MILE_MARKER,LATITUDE,LONGITUD,SCH_BUS,DEATHS,MOD_YEAR,DR_DRINK,HIT_RUN
2009,10432,0,2,4,20,SR-1,0.0,41.27051667,-84.93929444,0,0,2007.0,0,0
2009,10433,0,1,1,23,SHERMAN BLVD,0.0,41.11025278,-85.15181111,0,1,2007.0,0,0
2009,10433,0,1,1,23,SHERMAN BLVD,0.0,41.11025278,-85.15181111,0,0,2002.0,0,0
2009,10434,0,3,1,24,BLUFF AVE,0.0,39.74179444,-86.15901111,0,1,2001.0,0,0
2009,10435,0,2,3,1,LIMA RD,0.0,41.16023889,-85.16567222,0,0,2001.0,0,0
2009,10436,0,1,1,10,SR-64,0.0,38.31802222,-86.131525,0,0,2002.0,0,0
2009,10436,0,1,1,10,SR-64,0.0,38.31802222,-86.131525,0,0,2007.0,0,0
2009,10437,1,1,1,15,CR-100,0.0,40.49418889,-86.05406389,0,0,2006.0,0,0
2009,10437,1,1,1,15,CR-100,0.0,40.49418889,-86.05406389,0,1,1999.0,0,0
2009,10438,0,1,2,1,US-231,0.0,38.11423333,-87.02991389,0,1,2004.0,0,0
2009,10438,0,1,2,1,US-231,0.0,38.11423333,-87.02991389,0,0,2006.0,0,0
2009,10438,0,1,2,1,US-231,0.0,38.11423333,-87.02991389,0,0,2009.0,0,0
2009,10439,0,2,3,10,101ST AVE,0.0,41.43513333,-87.31641667,0,1,2002.0,0,0
2009,10440,0,1,2,14,15TH AVE,0.0,41.58822778,-87.41340556,0,0,2000.0,0,1
2009,10441,0,1,1,21,21ST AVE,0.0,41.58046111,-87.34285278,0,0,1997.0,0,0
2009,10441,0,1,1,21,21ST AVE,0.0,41.58046111,-87.34285278,0,1,2003.0,0,0
2009,10442,0,1,1,15,I-69,11.0,39.99086389,-85.90815,0,1,1993.0,1,0
2009,10443,0,1,1,21,ILLINOIS ST,0.0,41.55901389,-87.27663611,0,1,2000.0,1,0
2009,10444,0,1,1,10,SR-26,0.0,40.41728611,-86.563425,0,1,2003.0,1,0
2009,10445,0,1,1,2,CR-1225,0.0,39.06701389,-87.17153611,0,1,2006.0,0,0
2009,10446,0,1,1,3,MERIDAN RD,0.0,40.58110556,-87.32294167,0,0,1999.0,0,0
2009,10446,0,1,1,3,MERIDAN RD,0.0,40.58110556,-87.32294167,0,1,2000.0,1,0
2009,10447,0,1,1,14,US-421,0.0,41.63860278,-86.89387222,0,2,2005.0,1,0
2009,10448,0,2,2,4,I-65,99.0,39.60939167,-86.07195833,0,1,1994.0,1,0
2009,10448,0,2,2,4,I-65,99.0,39.60939167,-86.07195833,0,0,2000.0,0,0
2009,10449,0,1,1,23,SR-130,0.0,41.46630278,-87.03660833,0,1,1998.0,0,0
2009,10450,0,2,5,9,LOGANSPORT RD,0.0,40.761375,-86.26169444,0,1,1997.0,1,0
2009,10450,0,2,5,9,LOGANSPORT RD,0.0,40.761375,-86.26169444,0,0,1996.0,0,0
2009,10451,0,3,6,16,SR-46,0.0,39.25246111,-86.65483611,0,1,2000.0,0,0
2009,10452,0,1,1,3,SR-64,0.0,38.33633889,-87.24689444,0,0,2000.0,0,0
2009,10453,1,1,2,6,SALAMONE WAY,0.0,39.97863333,-86.23033889,1,1,2002.0,0,0
2009,10454,0,2,6,17,CR-600N,0.0,39.87266111,-85.70979722,0,2,2002.0,0,0
2009,10455,0,1,1,3,LYNHURST DR,0.0,39.77259167,-86.25057222,0,1,1993.0,1,0
2009,10456,0,2,3,8,INDUSTRIAL HWY,0.0,41.63133889,-87.42429722,0,0,2000.0,0,0
2009,10456,0,2,3,8,INDUSTRIAL HWY,0.0,41.63133889,-87.42429722,0,1,2005.0,0,0
2009,10456,0,2,3,8,INDUSTRIAL HWY,0.0,41.63133889,-87.42429722,0,0,1998.0,0,0
2009,10457,0,2,2,21,GREEN RIVER RD,0.0,38.01324722,-87.492275,0,1,1995.0,1,0
2009,10458,0,1,1,13,SR-165,0.0,38.27251944,-87.69478056,0,1,2007.0,1,0
2009,10459,0,3,3,7,SR-66,0.0,37.90154167,-87.11900833,0,1,2004.0,1,0
2009,10460,0,2,3,19,DARMSTADT RD,0.0,38.07660833,-87.57536944,0,1,2009.0,0,0
2009,10460,0,2,3,19,DARMSTADT RD,0.0,38.07660833,-87.57536944,0,0,2000.0,0,0
2009,10461,0,1,1,22,CR-400,0.0,39.96829722,-86.97811667,0,1,2000.0,1,0
2009,10462,0,2,1,21,SR-25,0.0,40.47124167,-86.83568056,0,1,2002.0,0,0
2009,10462,0,2,1,21,SR-25,0.0,40.47124167,-86.83568056,0,0,2002.0,0,0
2009,10463,0,2,4,14,SR-129,0.0,39.21370278,-85.21004722,0,1,2003.0,1,0
2009,10463,0,2,4,14,SR-129,0.0,39.21370278,-85.21004722,0,0,2007.0,0,0
2009,10464,0,3,7,18,SR-66,0.0,37.97668056,-87.39143333,0,1,2004.0,1,0
2009,10465,0,30,38,9,I-69,8.0,39.97544167,-85.96025,0,1,1993.0,0,0
2009,10466,1,3,4,17,42ND ST,0.0,40.179271730819,-86.75012735691237,0,0,2007.0,0,0
2009,10467,0,1,2,17,SR-13,0.0,41.26951667,-85.69945278,0,1,1995.0,1,0
2009,10467,0,1,2,17,SR-13,0.0,41.26951667,-85.69945278,0,0,2004.0,0,0
2009,10468,0,2,2,14,US-31,0.0,40.03269167,-86.13532222,0,1,2003.0,0,0
2009,10468,0,2,2,14,US-31,0.0,40.03269167,-86.13532222,0,0,1999.0,0,0
2009,10469,0,1,1,6,GARFIELD ST,0.0,41.52154444,-87.35688611,0,1,1999.0,0,0
2009,10470,0,2,2,1,US-24,0.0,40.75853889,-86.44008611,0,1,2001.0,0,0
2009,10471,0,2,4,13,US-50,0.0,39.09165,-84.87193889,0,1,2005.0,0,0
2009,10472,0,2,4,18,EAST COUNTY LINE RD,0.0,41.56729722,-85.65568056,0,1,1999.0,0,0
2009,10472,0,2,4,18,EAST COUNTY LINE RD,0.0,41.56729722,-85.65568056,0,0,1993.0,0,0
2009,10473,0,1,1,24,WHITE RIVER BLVD,0.0,40.18602222,-85.430975,0,1,2008.0,0,0
2009,10474,0,1,1,19,52ND ST,0.0,39.846175,-86.2395,0,1,2002.0,1,0
2009,10475,0,1,1,22,JONES RD,0.0,40.14607778,-85.44745556,0,0,2003.0,0,0
2009,10475,0,1,1,22,JONES RD,0.0,40.14607778,-85.44745556,0,1,1992.0,0,0
2009,10476,0,3,4,15,SR-37,0.0,38.00563056,-86.69174167,0,1,2008.0,0,0
2009,10476,0,3,4,15,SR-37,0.0,38.00563056,-86.69174167,0,0,2006.0,0,0
2009,10476,0,3,4,15,SR-37,0.0,38.00563056,-86.69174167,0,0,1998.0,0,0
2009,10476,0,3,4,15,SR-37,0.0,38.00563056,-86.69174167,0,0,2007.0,0,0
2009,10476,0,3,4,15,SR-37,0.0,38.00563056,-86.69174167,0,0,1995.0,0,0
2009,10477,0,1,1,21,SR-912,0.0,41.60401944,-87.43280278,0,0,2000.0,0,0
2009,10478,0,2,2,22,SR-144,0.0,39.48345278,-86.08598056,0,1,2003.0,0,0
2009,10478,0,2,2,22,SR-144,0.0,39.48345278,-86.08598056,0,0,1999.0,0,0
2009,10479,0,1,1,4,BEE LINE RD,0.0,38.60890556,-86.16978333,0,1,2003.0,1,0
2009,10479,0,1,1,4,BEE LINE RD,0.0,38.60890556,-86.16978333,0,1,2004.0,1,0
2009,10479,0,1,1,4,BEE LINE RD,0.0,38.60890556,-86.16978333,0,0,2008.0,0,0
2009,10480,0,2,2,18,SR-38,0.0,40.11502778,-86.17535278,0,1,2007.0,0,0
2009,10481,0,2,2,14,I-164,9.0,37.99405,-87.46453889,0,1,1994.0,0,0
2009,10481,0,2,2,14,I-164,9.0,37.99405,-87.46453889,0,0,1991.0,0,0
2009,10482,0,1,4,11,SR-63,0.0,39.78838889,-87.40877222,0,1,1992.0,1,0
2009,10483,0,1,1,23,SR-234,0.0,39.95220556,-87.45321111,0,1,2004.0,0,0
2009,10484,0,2,2,2,US-31,0.0,40.52015556,-86.12075278,0,1,1982.0,1,0
2009,10485,0,1,3,17,CR-500,0.0,39.14746944,-85.27388333,0,0,1998.0,0,0
2009,10485,0,1,3,17,CR-500,0.0,39.14746944,-85.27388333,0,1,2008.0,0,0
2009,10486,0,1,1,23,COLUMBIA RD,0.0,39.69840278,-86.37195833,0,2,1995.0,0,0
2009,10487,0,2,3,13,SR-47,0.0,39.87522778,-87.12261111,0,1,1990.0,1,0
2009,10488,0,1,2,13,SR-37,0.0,39.372625,-86.48042778,0,1,2008.0,1,0
2009,10489,0,2,2,9,US-224,0.0,40.83689722,-85.404925,0,1,2002.0,0,0
2009,10489,0,2,2,9,US-224,0.0,40.83689722,-85.404925,0,0,1993.0,0,0
2009,10489,0,2,2,9,US-224,0.0,40.83689722,-85.404925,0,0,1997.0,0,0
2009,10490,0,1,1,12,HORNADAY DR,0.0,39.82305556,-86.38216667,0,1,2004.0,1,0
2009,10491,0,1,1,9,I-865,1.0,39.93159167,-86.30069722,0,1,1996.0,0,0
2009,10491,0,1,1,9,I-865,1.0,39.93159167,-86.30069722,0,0,2006.0,0,0
2009,10492,0,1,2,22,OLD HOBART RD,0.0,41.58951389,-87.24088611,0,1,1997.0,0,0
2009,10493,0,3,3,6,US-231,0.0,38.61844722,-86.91443056,0,1,1998.0,0,0
2009,10493,0,3,3,6,US-231,0.0,38.61844722,-86.91443056,0,0,2007.0,0,0
2009,10494,0,2,2,4,SR-19,0.0,41.47167222,-86.00170556,0,1,1999.0,0,0
2009,10494,0,2,2,4,SR-19,0.0,41.47167222,-86.00170556,0,0,2006.0,0,0
2009,10495,0,1,1,3,SR-144,0.0,39.56778611,-86.28610556,0,0,1987.0,1,0
2009,10496,0,1,1,2,SR-1,0.0,39.15495556,-84.87710833,0,0,1984.0,0,0
2009,10496,0,1,1,2,SR-1,0.0,39.15495556,-84.87710833,0,1,2002.0,0,0
2009,10497,0,1,1,21,SR-13,0.0,40.30711944,-85.84218889,0,1,2009.0,0,0
2009,10498,0,2,2,5,3RD ST,0.0,39.16420833,-86.55183889,0,0,2004.0,0,0
2009,10498,0,2,2,5,3RD ST,0.0,39.16420833,-86.55183889,0,1,1992.0,0,0
2009,10499,0,2,5,12,SR-62,0.0,38.48261944,-85.58873056,0,0,2001.0,0,0
2009,10500,0,3,4,13,SR-46,0.0,39.28249722,-86.68796667,0,1,2001.0,0,0
2009,10501,0,2,1,2,13TH ST,0.0,39.48814444,-87.39787222,0,1,2006.0,1,0
2009,10502,1,1,3,23,GRAVEL PIT ROAD,0.0,39.84732778,-84.83312222,0,0,2002.0,0,0
2009,10502,1,1,3,23,GRAVEL PIT ROAD,0.0,39.84732778,-84.83312222,0,2,2003.0,0,0
2009,10503,0,2,3,20,US-421,0.0,41.5629,-86.89696389,0,1,2004.0,0,0
2009,10503,0,2,3,20,US-421,0.0,41.5629,-86.89696389,0,2,1998.0,0,0
2009,10504,0,2,4,14,SR-3,0.0,38.58641667,-85.64735278,0,1,1995.0,1,0
2009,10505,0,2,2,24,ILLINOIS ST,0.0,39.79205,-86.15907778,0,1,2002.0,1,0
2009,10506,0,2,3,1,71ST ST,0.0,39.88244167,-86.22011389,0,1,1996.0,1,0
2009,10506,0,2,3,1,71ST ST,0.0,39.88244167,-86.22011389,0,0,2001.0,0,0
2009,10507,0,2,3,11,SR-49,0.0,41.43494167,-87.02725278,0,0,2007.0,0,0
2009,10508,0,1,1,9,SR-17,0.0,41.29625278,-86.41519444,0,1,1991.0,1,0
2009,10509,0,2,6,16,QUEEN RD,0.0,41.37597778,-86.37695833,0,0,2005.0,0,0
2009,10509,0,2,6,16,QUEEN RD,0.0,41.37597778,-86.37695833,0,1,2003.0,0,0
2009,10510,0,1,1,24,SR-44,0.0,39.63186944,-84.87200278,0,1,1994.0,0,0
2009,10511,0,1,1,2,ZIONSVILLE RD,0.0,39.86707778,-86.25996944,0,1,2003.0,0,0
2009,10511,0,1,1,2,ZIONSVILLE RD,0.0,39.86707778,-86.25996944,0,0,2005.0,0,0
2009,10512,1,1,2,17,SR-234,0.0,39.91371944,-86.79353611,0,1,1997.0,0,0
2009,10513,0,2,2,5,SR-46,0.0,39.3777,-86.99901667,0,1,2001.0,1,0
2009,10514,0,2,4,16,186TH ST,0.0,40.05731389,-86.179675,0,1,2002.0,0,0
2009,10514,0,2,4,16,186TH ST,0.0,40.05731389,-86.179675,0,0,1991.0,0,0
2009,10515,0,1,4,1,CR-20,0.0,41.45263333,-85.19365278,0,1,2006.0,0,0
2009,10515,0,1,4,1,CR-20,0.0,41.45263333,-85.19365278,0,0,2000.0,0,0
2009,10515,0,1,4,1,CR-20,0.0,41.45263333,-85.19365278,0,0,2008.0,0,0
2009,10516,0,4,8,15,SR-66,0.0,37.94501111,-86.76478333,0,1,2000.0,0,0
2009,10516,0,4,8,15,SR-66,0.0,37.94501111,-86.76478333,0,0,2007.0,0,0
2009,10516,0,4,8,15,SR-66,0.0,37.94501111,-86.76478333,0,0,2006.0,0,0
2009,10517,0,1,1,3,MERIDIAN RD,0.0,41.53543889,-87.06622222,0,1,1995.0,0,0
2009,10518,0,1,1,2,LEESBURG RD,0.0,41.11835278,-85.24575278,0,1,1998.0,0,0
2009,10518,0,1,1,2,LEESBURG RD,0.0,41.11835278,-85.24575278,0,0,2004.0,0,0
2009,10519,1,1,2,11,SR-75,0.0,40.58338889,-86.53488611,0,1,1998.0,1,0
2009,10519,1,1,2,11,SR-75,0.0,40.58338889,-86.53488611,0,1,1997.0,1,0
2009,10520,0,1,4,17,SR-19,0.0,41.40879444,-86.00123333,0,1,2009.0,1,0
2009,10521,0,3,3,17,I-65,170.0,40.283625,-86.69541667,0,1,1994.0,1,0
2009,10522,0,1,1,15,SR-37,0.0,39.50980278,-86.41579722,0,1,1983.0,1,0
2009,10523,1,1,2,7,ANGELA BLVD,0.0,41.69313611,-86.26376389,1,0,1995.0,0,0
2009,10524,0,3,3,22,US-31,0.0,40.57080556,-86.12731944,0,1,2000.0,0,0
2009,10525,0,1,2,21,BASE RD,0.0,39.52456667,-85.44350556,0,1,1993.0,1,0
2009,10526,0,2,2,8,82ND ST,0.0,39.90525833,-86.02586667,0,1,2008.0,0,0
2009,10527,0,2,2,12,CR-36,0.0,41.56566111,-85.94445833,0,1,2004.0,0,0
2009,10528,1,1,5,20,US-41,0.0,37.92524167,-87.54850278,0,1,1996.0,0,0
2009,10529,0,2,5,17,I-65,158.0,40.26547778,-86.65929722,0,1,1997.0,0,0
2009,10530,0,3,3,13,SR-64,0.0,38.39293611,-87.74462778,0,1,1994.0,0,0
2009,10531,0,4,4,11,US-35,0.0,41.71303333,-86.88554722,0,1,1988.0,0,0
2009,10532,0,1,2,18,INDIAN TRAIL RD,0.0,40.03349722,-85.11370278,0,0,2001.0,1,1
2009,10533,0,2,2,8,FRANKE RD,0.0,41.03534167,-84.97049444,0,0,1991.0,1,1
2009,10533,0,2,2,8,FRANKE RD,0.0,41.03534167,-84.97049444,0,1,2004.0,0,0
2009,10534,0,1,2,19,CR-350,0.0,41.38492222,-87.21985833,0,1,1998.0,0,0
2009,10534,0,1,2,19,CR-350,0.0,41.38492222,-87.21985833,0,1,2002.0,0,0
2009,10535,1,1,3,1,SHADELAND AVE,0.0,39.78921389,-86.04548056,0,1,1998.0,0,0
2009,10536,0,1,1,8,SR-63,0.0,39.67531944,-87.421775,0,1,2009.0,0,0
2009,10537,0,2,3,10,CR-31,0.0,41.52294167,-85.77030556,0,1,1995.0,1,0
2009,10538,0,2,2,14,MERIDIAN ST,0.0,39.64998056,-86.15873333,0,1,2001.0,0,0
2009,10538,0,2,2,14,MERIDIAN ST,0.0,39.64998056,-86.15873333,0,0,2008.0,0,0
2009,10539,0,2,2,6,SR-47,0.0,40.12993611,-86.23778333,0,0,2001.0,0,0
2009,10540,0,1,1,15,DEVANEY RD,0.0,40.19048056,-86.06908333,0,0,2001.0,0,0
2009,10541,0,1,1,5,CASINO CENTER DR,0.0,41.69493056,-87.51550278,0,0,1991.0,1,0
2009,10541,0,1,1,5,CASINO CENTER DR,0.0,41.69493056,-87.51550278,0,1,2009.0,1,0
2009,10541,0,1,1,5,CASINO CENTER DR,0.0,41.69493056,-87.51550278,0,0,2006.0,0,0
2009,10542,0,1,1,9,UPPER MOUNT VERNON,0.0,37.99264444,-87.663175,0,0,2008.0,0,0
2009,10542,0,1,1,9,UPPER MOUNT VERNON,0.0,37.99264444,-87.663175,0,1,2006.0,0,0
2009,10542,0,1,1,9,UPPER MOUNT VERNON,0.0,37.99264444,-87.663175,0,0,2008.0,0,0
2009,10543,0,1,1,2,SR-135,0.0,39.43506667,-86.158475,0,1,1987.0,1,0
2009,10544,1,1,2,13,RIVER RD,0.0,40.42217778,-86.90425833,0,0,2002.0,0,1
2009,10545,0,1,1,17,CR-1200,0.0,39.34836944,-85.95428333,0,1,2000.0,1,0
2009,10546,0,1,1,3,SR-43,0.0,40.4668,-86.88765,0,1,2005.0,0,0
2009,10547,1,2,2,21,US-20,0.0,41.680325,-86.89392778,0,1,1991.0,0,0
2009,10548,0,1,1,18,BROOKSIDE PKWY,0.0,39.78855556,-86.1126,0,2,1993.0,0,0
2009,10549,0,2,3,18,SR-43,0.0,39.09583056,-86.74092222,0,1,2004.0,0,0
2009,10550,0,1,1,15,FAIRVIEW RD,0.0,39.61968889,-86.20529722,0,1,1993.0,0,0
2009,10551,0,1,1,12,SR-22,0.0,40.48925833,-86.37502778,0,0,1989.0,0,0
2009,10552,0,2,2,18,US-31,0.0,41.03424167,-86.18834444,0,1,2007.0,0,0
2009,10553,0,2,3,2,US-31,0.0,40.27579444,-86.12723333,0,1,2003.0,0,0
2009,10554,0,2,2,7,SR-15,0.0,41.32146111,-85.85394722,0,1,2001.0,1,0
2009,10555,0,1,1,17,CR-200,0.0,40.10492778,-86.86619167,0,0,2004.0,0,0
2009,10555,0,1,1,17,CR-200,0.0,40.10492778,-86.86619167,0,1,2006.0,0,0
2009,10556,2,1,3,19,11TH ST,0.0,41.65284167,-86.1759,0,1,2004.0,0,0
2009,10556,2,1,3,19,11TH ST,0.0,41.65284167,-86.1759,0,0,2008.0,0,0
2009,10556,2,1,3,19,11TH ST,0.0,41.65284167,-86.1759,0,0,2008.0,0,0
2009,10557,1,1,2,17,WAGGONER AVE,0.0,37.95489167,-87.53906389,0,1,1994.0,0,0
2009,10557,1,1,2,17,WAGGONER AVE,0.0,37.95489167,-87.53906389,0,0,2007.0,0,0
2009,10558,0,2,3,9,DAVIS RD,0.0,40.56128611,-86.17538333,0,1,2000.0,0,0
2009,10559,0,2,3,16,42ND ST,0.0,39.83385,-85.97221389,0,0,1999.0,0,0
2009,10559,0,2,3,16,42ND ST,0.0,39.83385,-85.97221389,0,1,2005.0,0,0
2009,10560,0,1,1,23,CR-600,0.0,41.64675,-85.10233056,0,1,1994.0,1,0
2009,10561,0,2,2,14,US-50,0.0,38.67620278,-86.91196944,0,1,2006.0,1,0
2009,10562,0,1,4,15,US-6,0.0,41.55027778,-86.99867222,0,0,2005.0,0,0
2009,10563,0,2,3,15,ROYAL DUBLIN LANE,0.0,41.509125,-87.50700556,0,0,2005.0,0,0
2009,10563,0,2,3,15,ROYAL DUBLIN LANE,0.0,41.509125,-87.50700556,0,1,2007.0,1,0
2009,10564,0,2,2,16,SR-56,0.0,38.54623333,-86.62571944,0,1,1993.0,0,0
2009,10564,0,2,2,16,SR-56,0.0,38.54623333,-86.62571944,0,0,1995.0,1,0
2009,10565,0,1,1,17,MASSACHUSETTS,0.0,39.81888611,-86.06491944,0,1,1986.0,0,0
2009,10565,0,1,1,17,MASSACHUSETTS,0.0,39.81888611,-86.06491944,0,0,2004.0,0,0
2009,10566,0,2,2,17,US-231,0.0,38.71070556,-86.91862778,0,1,1996.0,1,0
2009,10567,0,1,1,2,SR-22,0.0,40.47815278,-85.9252,0,0,2007.0,0,0
2009,10567,0,1,1,2,SR-22,0.0,40.47815278,-85.9252,0,1,2001.0,0,0
2009,10568,0,2,4,10,SR-37,0.0,38.3257,-86.60814167,0,0,2004.0,0,0
2009,10568,0,2,4,10,SR-37,0.0,38.3257,-86.60814167,0,2,2008.0,0,0
2009,10569,0,2,2,12,STATION HOLLOW RD,0.0,39.01985,-85.04499444,0,1,1998.0,1,0
2009,10569,0,2,2,12,STATION HOLLOW RD,0.0,39.01985,-85.04499444,0,0,1997.0,0,0
2009,10569,0,2,2,12,STATION HOLLOW RD,0.0,39.01985,-85.04499444,0,0,2007.0,0,0
2009,10570,0,2,4,20,US-421,0.0,41.67650278,-86.89413056,0,1,1999.0,0,0
2009,10571,0,2,5,16,SR-14,0.0,41.07860833,-85.39381111,0,0,2000.0,0,1
2009,10572,0,2,5,14,CR-850,0.0,40.64404722,-86.01453889,0,0,2001.0,0,0
2009,10572,0,2,5,14,CR-850,0.0,40.64404722,-86.01453889,0,1,1993.0,0,0
2009,10572,0,2,5,14,CR-850,0.0,40.64404722,-86.01453889,0,0,2003.0,0,0
2009,10572,0,2,5,14,CR-850,0.0,40.64404722,-86.01453889,0,0,2008.0,0,0
2009,10573,0,2,2,23,SOUTH E ST,0.0,39.82168889,-84.89294444,0,0,1990.0,0,0
2009,10573,0,2,2,23,SOUTH E ST,0.0,39.82168889,-84.89294444,0,1,2006.0,0,0
2009,10574,0,1,1,12,SR-46,0.0,39.15668611,-86.30550278,0,1,1997.0,0,0
2009,10575,0,2,2,13,US-24,0.0,40.77378056,-86.08165833,0,1,2002.0,0,0
2009,10575,0,2,2,13,US-24,0.0,40.77378056,-86.08165833,0,0,2001.0,0,0
2009,10576,0,2,2,22,US-150,0.0,38.36763611,-85.97428333,0,1,1998.0,0,0
2009,10577,0,1,1,6,I-70,955.0,39.81667778,-85.92291389,0,2,1992.0,0,0
2009,10578,0,1,1,16,SR-912,0.0,41.65325833,-87.44730833,0,1,1997.0,1,0
2009,10579,0,2,2,11,CR-150,0.0,41.62904444,-86.60213333,0,1,1999.0,1,0
2009,10580,0,3,4,7,SR-5,0.0,41.63667778,-85.58006389,0,1,2005.0,1,0
2009,10580,0,3,4,7,SR-5,0.0,41.63667778,-85.58006389,0,0,1982.0,0,0
2009,10581,0,1,1,23,SR-19,0.0,41.14376111,-86.03874167,0,2,1992.0,0,0
2009,10581,0,1,1,23,SR-19,0.0,41.14376111,-86.03874167,0,0,2004.0,0,0
2009,10581,0,1,1,23,SR-19,0.0,41.14376111,-86.03874167,0,0,2000.0,0,0
2009,10582,0,1,3,18,FEREE DR,0.0,39.40562778,-87.38096111,0,1,2000.0,1,0
2009,10583,0,2,2,18,US-35,0.0,41.709125,-86.86975556,0,1,2006.0,0,0
2009,10584,0,1,1,22,MITCHELL RD,0.0,39.71233611,-84.90929722,0,1,1988.0,1,0
2009,10585,0,2,3,8,LADOGA RD,0.0,39.99592778,-86.87117222,0,0,1984.0,0,0
2009,10585,0,2,3,8,LADOGA RD,0.0,39.99592778,-86.87117222,0,1,2000.0,0,0
2009,10586,0,1,5,23,SR-32,0.0,40.04259722,-86.17830278,0,0,2000.0,0,0
2009,10586,0,1,5,23,SR-32,0.0,40.04259722,-86.17830278,0,1,2000.0,0,0
2009,10587,0,1,1,5,I-80,418.0,41.60921667,-86.84945556,0,1,2003.0,1,0
2009,10588,0,2,6,10,WOODSIDE DR,0.0,39.83391667,-84.83282222,0,1,1990.0,0,0
2009,10589,1,6,5,20,COLLEGE AVE,0.0,39.82007222,-86.14508611,0,1,2004.0,1,0
2009,10589,1,6,5,20,COLLEGE AVE,0.0,39.82007222,-86.14508611,0,0,2004.0,1,0
2009,10590,0,1,3,16,CENTRAL PARK EAST DR,0.0,39.95226944,-86.126825,0,1,1999.0,0,0
2009,10590,0,1,3,16,CENTRAL PARK EAST DR,0.0,39.95226944,-86.126825,0,0,2002.0,0,0
2009,10591,0,2,2,15,US-30,0.0,41.47139167,-87.31575278,0,0,2006.0,0,0
2009,10591,0,2,2,15,US-30,0.0,41.47139167,-87.31575278,0,1,1990.0,0,0
2009,10592,1,1,2,8,75TH AVE,0.0,41.48263611,-87.40980278,1,1,2002.0,1,0
2009,10593,0,1,3,23,READING AVE,0.0,41.61286667,-87.48792778,0,1,2002.0,0,0
2009,10593,0,1,3,23,READING AVE,0.0,41.61286667,-87.48792778,0,0,1998.0,0,0
2009,10594,0,1,4,18,US-6,0.0,41.433275,-85.01845556,0,0,2001.0,1,0
2009,10594,0,1,4,18,US-6,0.0,41.433275,-85.01845556,0,1,1999.0,0,0
2009,10595,0,3,1,24,BULL RAPIDS RD,0.0,41.12901389,-84.85480556,0,1,2002.0,0,0
2009,10595,0,3,1,24,BULL RAPIDS RD,0.0,41.12901389,-84.85480556,0,0,2002.0,0,0
2009,10596,0,1,1,23,CR-800,0.0,39.32045556,-85.80425278,0,1,2003.0,1,0
2009,10597,1,1,2,5,46TH ST,0.0,39.83998056,-86.14534444,0,0,1985.0,0,0
2009,10598,0,2,2,21,SR-67,0.0,38.96241111,-87.11548889,0,1,1995.0,0,0
2009,10598,0,2,2,21,SR-67,0.0,38.96241111,-87.11548889,0,0,1994.0,0,0
2009,10599,0,2,2,12,CR-850,0.0,38.86350278,-85.75893333,0,1,1995.0,0,0
2009,10599,0,2,2,12,CR-850,0.0,38.86350278,-85.75893333,0,0,2003.0,0,0
2009,10600,0,3,5,16,SR-49,0.0,41.52098056,-87.02828333,0,0,2005.0,0,0
2009,10600,0,3,5,16,SR-49,0.0,41.52098056,-87.02828333,0,2,2002.0,0,0
2009,10601,0,2,2,15,DIVISION RD,0.0,40.179271730819,-86.75012735691237,0,2,2005.0,0,0
2009,10603,1,1,2,17,HIGH SCHOOL RD,0.0,39.74718889,-86.26996944,0,1,2002.0,0,0
2009,10603,1,1,2,17,HIGH SCHOOL RD,0.0,39.74718889,-86.26996944,0,0,1993.0,0,0
2009,10604,0,2,2,22,US-41,0.0,38.050525,-87.54472778,0,0,1996.0,0,0
2009,10605,0,1,1,9,US-24,0.0,40.76169167,-86.45982778,0,0,1997.0,1,0
2009,10605,0,1,1,9,US-24,0.0,40.76169167,-86.45982778,0,1,2003.0,0,0
2009,10606,1,1,2,22,SR-18,0.0,40.57879167,-86.01144722,0,1,2005.0,1,0
2009,10607,0,1,1,4,SR-25,0.0,41.12161944,-86.17795833,0,0,1994.0,0,0
2009,10607,0,1,1,4,SR-25,0.0,41.12161944,-86.17795833,0,1,2003.0,0,0
2009,10608,0,1,1,14,US-50,0.0,38.98503333,-85.68580556,0,1,2003.0,0,0
2009,10609,0,1,1,24,SR-161,0.0,38.12024167,-87.11806389,0,0,2000.0,0,0
2009,10609,0,1,1,24,SR-161,0.0,38.12024167,-87.11806389,0,1,2000.0,0,0
2009,10609,0,1,1,24,SR-161,0.0,38.12024167,-87.11806389,0,0,2007.0,0,0
2009,10610,0,4,4,15,DUTCH HOLLOW RD,0.0,39.04388611,-84.90268611,0,1,2003.0,0,0
2009,10611,0,1,1,14,CR-31,0.0,41.46485556,-85.76927778,0,1,2000.0,1,0
2009,10611,0,1,1,14,CR-31,0.0,41.46485556,-85.76927778,0,0,2005.0,0,0
2009,10612,0,2,4,15,CR-34,0.0,41.58232222,-85.71395833,0,0,2005.0,0,0
2009,10612,0,2,4,15,CR-34,0.0,41.58232222,-85.71395833,0,1,1995.0,0,0
2009,10612,0,2,4,15,CR-34,0.0,41.58232222,-85.71395833,0,0,1995.0,0,0
2009,10613,0,1,2,21,NORTH RIVER RD,0.0,41.08595,-85.02945833,0,1,2004.0,1,0
2009,10613,0,1,2,21,NORTH RIVER RD,0.0,41.08595,-85.02945833,0,0,2003.0,0,0
2009,10614,1,1,2,3,US-20,0.0,41.68752778,-86.87035556,0,1,1994.0,0,0
