YEAR,ST_CASE,STATENAME,NUM_PEDS,NUM_VEHC,PERSONS,MONTHNAME,DAYNAME,DAY_WEEKNAME,HOUR,ROAD_NAME,ROUTENAME,RUR_URBNAME,FUNC_SYSNAME,RD_OWNERNAME,MILE_MARKER,LATITUDE,LONGITUD,HARM_EVNAME,COLLISION_TYPE,TYP_INTNAME,REL_ROADNAME,WRK_ZONENAME,LGT_CONDNAME,WEATHERNAME,SCH_BUS,HIT_RUN,MOD_YEAR,DEATHS,DR_DRINK,COUNTYNAME,CITYNAME
2015,10591,Illinois,0,2,3,February,3,Tuesday,8,SR-173,State Highway,Urban,Principal Arterial - Other,State Highway Agency,498.0,42.47914167,-88.13608611,Motor Vehicle In-Transport,Front-to-Front,Not an Intersection,On Roadway,,Daylight,Clear,0,0,1999.0,1,0,NOT AVAILABLE,NOT AVAILABLE
2015,10592,Illinois,0,1,1,March,14,Saturday,22,CR-14   (HAHNAMAN RD),County Road,Rural,Major Collector,County Highway Agency,0.0,41.62739167,-89.86238611,Guardrail Face,Not a Collision with Motor Vehicle In-Transport,T-Intersection,On Roadside,,Dark - Not Lighted,Clear,0,0,2002.0,0,0,NOT AVAILABLE,NOT AVAILABLE
2015,10592,Illinois,0,1,1,March,14,Saturday,22,CR-14   (HAHNAMAN RD),County Road,Rural,Major Collector,County Highway Agency,0.0,41.62739167,-89.86238611,Guardrail Face,Not a Collision with Motor Vehicle In-Transport,T-Intersection,On Roadside,,Dark - Not Lighted,Clear,0,0,2008.0,1,1,NOT AVAILABLE,NOT AVAILABLE
2015,10593,Illinois,0,1,1,March,11,Wednesday,18,CR-3   (STAGECOACH TRAIL),County Road,Rural,Major Collector,County Highway Agency,0.0,42.43887778,-90.33486389,Culvert,Not a Collision with Motor Vehicle In-Transport,Not an Intersection,On Roadside,,Daylight,Clear,0,0,1994.0,2,0,NOT AVAILABLE,NOT AVAILABLE
2015,10594,Illinois,0,1,2,March,9,Monday,14,BADGER RD,Local Street - Township,Urban,Minor Arterial,Town or Township Highway Agency,0.0,42.49630833,-90.60974722,Other Object (not fixed),Not a Collision with Motor Vehicle In-Transport,Not an Intersection,On Roadway,,Daylight,Clear,0,0,2015.0,1,0,NOT AVAILABLE,NOT AVAILABLE
2015,10594,Illinois,0,1,2,March,9,Monday,14,BADGER RD,Local Street - Township,Urban,Minor Arterial,Town or Township Highway Agency,0.0,42.49630833,-90.60974722,Other Object (not fixed),Not a Collision with Motor Vehicle In-Transport,Not an Intersection,On Roadway,,Daylight,Clear,0,0,2001.0,0,0,NOT AVAILABLE,NOT AVAILABLE
2015,10595,Illinois,0,2,2,April,10,Friday,15,CR-25  (WILMINGTON PEOTONE RD),Local Street - Township,Rural,Principal Arterial - Other,County Highway Agency,0.0,41.32306944,-87.92221111,Motor Vehicle In-Transport,Front-to-Front,Not an Intersection,On Roadway,,Daylight,Clear,0,0,1993.0,1,0,NOT AVAILABLE,NOT AVAILABLE
2015,10595,Illinois,0,2,2,April,10,Friday,15,CR-25  (WILMINGTON PEOTONE RD),Local Street - Township,Rural,Principal Arterial - Other,County Highway Agency,0.0,41.32306944,-87.92221111,Motor Vehicle In-Transport,Front-to-Front,Not an Intersection,On Roadway,,Daylight,Clear,0,0,2011.0,0,0,NOT AVAILABLE,NOT AVAILABLE
2015,10596,Illinois,0,2,4,March,28,Saturday,16,SR-9,State Highway,Rural,Minor Arterial,State Highway Agency,1498.0,40.48652222,-88.73108889,Motor Vehicle In-Transport,Front-to-Front,Not an Intersection,On Roadway,,Daylight,Clear,0,0,2004.0,1,0,NOT AVAILABLE,NOT AVAILABLE
2015,10597,Illinois,0,2,4,February,10,Tuesday,15,CR-2  (KNOX HWY 2),County Road,Rural,Major Collector,County Highway Agency,0.0,41.10810278,-90.30725278,Motor Vehicle In-Transport,Angle,Four-Way Intersection,On Roadway,,Daylight,Clear,0,0,1994.0,0,0,NOT AVAILABLE,NOT AVAILABLE
2015,10598,Illinois,0,2,7,March,10,Tuesday,17,SR-38,State Highway,Urban,Principal Arterial - Other,State Highway Agency,0.0,41.93450278,-89.03439444,Motor Vehicle In-Transport,Angle,Four-Way Intersection,On Roadway,,Daylight,"Fog, Smog, Smoke",0,0,2001.0,1,0,NOT AVAILABLE,NOT AVAILABLE
2015,10599,Illinois,0,1,1,March,26,Thursday,9,LOGAN RD,Local Street - Township,Rural,Local,Town or Township Highway Agency,0.0,37.87802222,-88.84484444,Ditch,Not a Collision with Motor Vehicle In-Transport,Not an Intersection,On Roadside,,Unknown,Rain,0,0,2007.0,0,0,NOT AVAILABLE,NOT AVAILABLE
2015,10600,Illinois,0,2,2,February,27,Friday,14,WESTERN AVE,Local Street - Municipality,Urban,Principal Arterial - Other,State Highway Agency,0.0,41.73554167,-87.68253056,Motor Vehicle In-Transport,Angle,T-Intersection,On Roadway,,Daylight,Clear,0,0,2012.0,0,0,NOT AVAILABLE,NOT AVAILABLE
2015,10600,Illinois,0,2,2,February,27,Friday,14,WESTERN AVE,Local Street - Municipality,Urban,Principal Arterial - Other,State Highway Agency,0.0,41.73554167,-87.68253056,Motor Vehicle In-Transport,Angle,T-Intersection,On Roadway,,Daylight,Clear,0,0,2009.0,1,0,NOT AVAILABLE,NOT AVAILABLE
2015,10601,Illinois,1,1,1,March,9,Monday,6,GROVE ST,Local Street - Municipality,Urban,Local,City or Municipal Highway Agency,0.0,42.07745556,-87.99349167,Pedestrian,Not a Collision with Motor Vehicle In-Transport,Four-Way Intersection,On Roadway,,Dawn,Clear,0,0,2007.0,1,0,NOT AVAILABLE,NOT AVAILABLE
2015,10601,Illinois,1,1,1,March,9,Monday,6,GROVE ST,Local Street - Municipality,Urban,Local,City or Municipal Highway Agency,0.0,42.07745556,-87.99349167,Pedestrian,Not a Collision with Motor Vehicle In-Transport,Four-Way Intersection,On Roadway,,Dawn,Clear,0,0,2004.0,0,1,NOT AVAILABLE,NOT AVAILABLE
2015,10602,Illinois,0,1,1,March,10,Tuesday,19,SR-48,State Highway,Urban,Minor Arterial,State Highway Agency,397.0,39.70037222,-89.12388056,Building,Not a Collision with Motor Vehicle In-Transport,Y-Intersection,On Roadside,,Dark - Lighted,Clear,0,0,2004.0,0,0,NOT AVAILABLE,NOT AVAILABLE
2015,10602,Illinois,0,1,1,March,10,Tuesday,19,SR-48,State Highway,Urban,Minor Arterial,State Highway Agency,397.0,39.70037222,-89.12388056,Building,Not a Collision with Motor Vehicle In-Transport,Y-Intersection,On Roadside,,Dark - Lighted,Clear,0,0,2003.0,1,0,NOT AVAILABLE,NOT AVAILABLE
2015,10603,Illinois,0,2,4,March,30,Monday,13,SR-13,State Highway,Rural,Major Collector,State Highway Agency,962.0,37.74515,-89.07719722,Motor Vehicle In-Transport,Angle,Four-Way Intersection,On Roadway,Construction,Daylight,Clear,0,0,2007.0,1,0,NOT AVAILABLE,NOT AVAILABLE
2015,10604,Illinois,1,1,1,April,19,Sunday,7,SR-203,State Highway,Urban,Principal Arterial - Other,State Highway Agency,38.0,38.69284722,-90.13640278,Pedestrian,Not a Collision with Motor Vehicle In-Transport,Not an Intersection,On Roadway,,Dark - Not Lighted,Unknown,0,0,2006.0,1,0,NOT AVAILABLE,NOT AVAILABLE
2015,10605,Illinois,1,1,1,March,12,Thursday,21,SR-72,State Highway,Urban,Principal Arterial - Other,State Highway Agency,1047.0,42.00903056,-87.90449722,Pedestrian,Not a Collision with Motor Vehicle In-Transport,Not an Intersection,On Roadway,,Dark - Not Lighted,Clear,0,0,2013.0,1,0,NOT AVAILABLE,NOT AVAILABLE
2015,10606,Illinois,0,2,2,March,26,Thursday,13,US-150 (MAIN ST),U.S. Highway,Urban,Principal Arterial - Other,City or Municipal Highway Agency,375.0,40.94753333,-90.38137222,Motor Vehicle In-Transport,Angle,Not an Intersection,On Roadway,,Daylight,Clear,0,0,2015.0,1,0,NOT AVAILABLE,NOT AVAILABLE
2015,10607,Illinois,0,2,2,March,16,Monday,16,ROBINSON,Local Street - Municipality,Urban,Local,City or Municipal Highway Agency,0.0,40.12716667,-87.63680556,Motor Vehicle In-Transport,Angle,Four-Way Intersection,On Roadway,,Daylight,Clear,0,0,1993.0,1,0,NOT AVAILABLE,NOT AVAILABLE
2015,10607,Illinois,0,2,2,March,16,Monday,16,ROBINSON,Local Street - Municipality,Urban,Local,City or Municipal Highway Agency,0.0,40.12716667,-87.63680556,Motor Vehicle In-Transport,Angle,Four-Way Intersection,On Roadway,,Daylight,Clear,0,0,2008.0,0,0,NOT AVAILABLE,NOT AVAILABLE
2015,10608,Illinois,0,1,1,April,11,Saturday,2,QUARRY RD,Local Street - Township,Rural,Local,County Highway Agency,0.0,38.59171111,-89.86719444,Ditch,Not a Collision with Motor Vehicle In-Transport,Not an Intersection,On Roadside,,Dark - Not Lighted,Clear,0,0,2014.0,0,0,NOT AVAILABLE,NOT AVAILABLE
2015,10609,Illinois,0,1,2,April,6,Monday,5,US-20,U.S. Highway,Urban,Principal Arterial - Other,State Highway Agency,1369.0,42.06587222,-88.41143333,Utility Pole/Light Support,Not a Collision with Motor Vehicle In-Transport,Y-Intersection,On Roadside,,Dark - Lighted,Clear,0,0,2014.0,0,0,NOT AVAILABLE,NOT AVAILABLE
2015,10610,Illinois,0,2,2,April,16,Thursday,17,I-72,Interstate,Rural,Interstate,State Highway Agency,207.0,39.70820556,-91.05234722,Motor Vehicle In-Transport,Sideswipe - Same Direction,Not an Intersection,On Roadway,,Daylight,Clear,0,0,2004.0,0,0,NOT AVAILABLE,NOT AVAILABLE
2015,10610,Illinois,0,2,2,April,16,Thursday,17,I-72,Interstate,Rural,Interstate,State Highway Agency,207.0,39.70820556,-91.05234722,Motor Vehicle In-Transport,Sideswipe - Same Direction,Not an Intersection,On Roadway,,Daylight,Clear,0,0,2012.0,1,1,NOT AVAILABLE,NOT AVAILABLE
2015,10611,Illinois,0,1,1,March,18,Wednesday,15,WILL-CENTER RD,Local Street - Township,Rural,Local,Town or Township Highway Agency,0.0,41.40525278,-87.72820833,Ditch,Not a Collision with Motor Vehicle In-Transport,Not an Intersection,On Roadside,,Daylight,Clear,0,0,1990.0,4,1,NOT AVAILABLE,NOT AVAILABLE
2015,10612,Illinois,0,1,3,April,17,Friday,14,DELAVAN RD,Local Street - Township,Rural,Minor Collector,County Highway Agency,0.0,40.39699167,-89.54821667,Culvert,Not a Collision with Motor Vehicle In-Transport,Not an Intersection,On Roadside,,Daylight,Clear,0,0,2012.0,1,0,NOT AVAILABLE,NOT AVAILABLE
2015,10613,Illinois,0,3,3,April,14,Tuesday,21,I-57,Interstate,Rural,Interstate,State Highway Agency,591.0,37.81943333,-88.94576944,Motor Vehicle In-Transport,Angle,Not an Intersection,On Roadway,,Dark - Not Lighted,Clear,0,0,2009.0,1,1,NOT AVAILABLE,NOT AVAILABLE
2015,10614,Illinois,0,2,3,March,5,Thursday,13,SR-4,State Highway,Urban,Principal Arterial - Other,State Highway Agency,1256.0,39.293625,-89.87860278,Motor Vehicle In-Transport,Front-to-Front,Not an Intersection,On Roadway,,Daylight,Clear,0,0,2001.0,1,1,NOT AVAILABLE,NOT AVAILABLE
2015,10614,Illinois,0,2,3,March,5,Thursday,13,SR-4,State Highway,Urban,Principal Arterial - Other,State Highway Agency,1256.0,39.293625,-89.87860278,Motor Vehicle In-Transport,Front-to-Front,Not an Intersection,On Roadway,,Daylight,Clear,0,0,2007.0,0,0,NOT AVAILABLE,NOT AVAILABLE
2015,10614,Illinois,0,2,3,March,5,Thursday,13,SR-4,State Highway,Urban,Principal Arterial - Other,State Highway Agency,1256.0,39.293625,-89.87860278,Motor Vehicle In-Transport,Front-to-Front,Not an Intersection,On Roadway,,Daylight,Clear,0,0,2007.0,0,0,NOT AVAILABLE,NOT AVAILABLE
2015,10615,Illinois,0,1,1,April,18,Saturday,1,I-90,Interstate,Urban,Interstate,State Highway Agency,505.0,41.89016944,-87.64972778,Rollover/Overturn,Not a Collision with Motor Vehicle In-Transport,Not an Intersection,On Roadway,,Dark - Lighted,Clear,0,0,2001.0,0,0,NOT AVAILABLE,NOT AVAILABLE
2015,10615,Illinois,0,1,1,April,18,Saturday,1,I-90,Interstate,Urban,Interstate,State Highway Agency,505.0,41.89016944,-87.64972778,Rollover/Overturn,Not a Collision with Motor Vehicle In-Transport,Not an Intersection,On Roadway,,Dark - Lighted,Clear,0,0,2010.0,1,0,NOT AVAILABLE,NOT AVAILABLE
2015,10616,Illinois,0,2,3,February,16,Monday,16,FORT JESSE RD,Local Street - Municipality,Urban,Minor Arterial,City or Municipal Highway Agency,0.0,40.51717222,-88.91521944,Motor Vehicle In-Transport,Angle,T-Intersection,On Roadway,,Daylight,Cloudy,0,0,2007.0,1,0,NOT AVAILABLE,NOT AVAILABLE
2015,10617,Illinois,0,1,1,February,27,Friday,5,SR-34  (SR-145),State Highway,Urban,Principal Arterial - Other,State Highway Agency,271.0,37.70890556,-88.53593056,Ditch,Not a Collision with Motor Vehicle In-Transport,Not an Intersection,On Roadside,,Dawn,Clear,0,0,1999.0,1,1,NOT AVAILABLE,NOT AVAILABLE
2015,10618,Illinois,0,2,2,April,15,Wednesday,22,SR-53,State Highway,Rural,Principal Arterial - Other,State Highway Agency,234.0,41.42996667,-88.07868333,Motor Vehicle In-Transport,Angle,Four-Way Intersection,On Roadway,,Dark - Lighted,Clear,0,0,2007.0,0,0,NOT AVAILABLE,NOT AVAILABLE
2015,10619,Illinois,0,1,1,April,18,Saturday,10,SHERIDAN ST,Local Street - Municipality,Urban,Local,City or Municipal Highway Agency,0.0,42.28329722,-89.074675,Shrubbery,Not a Collision with Motor Vehicle In-Transport,Not an Intersection,Outside Trafficway,,Daylight,Not Reported,0,0,2006.0,1,0,NOT AVAILABLE,NOT AVAILABLE
2015,10620,Illinois,0,2,2,March,26,Thursday,9,US-34,U.S. Highway,Rural,Principal Arterial - Other,State Highway Agency,70.0,40.84530278,-90.98609444,Motor Vehicle In-Transport,Front-to-Front,Not an Intersection,On Roadside,Maintenance,Daylight,Clear,0,0,1994.0,1,1,NOT AVAILABLE,NOT AVAILABLE
2015,10621,Illinois,0,1,1,March,15,Sunday,9,WASHINGTON AVE,Local Street - Municipality,Urban,Minor Arterial,City or Municipal Highway Agency,0.0,38.91698056,-90.14994444,Other Fixed Object,Not a Collision with Motor Vehicle In-Transport,Not an Intersection,On Roadway,,Daylight,Clear,0,0,2012.0,1,1,NOT AVAILABLE,NOT AVAILABLE
2015,10622,Illinois,0,2,4,March,11,Wednesday,8,SR-37,State Highway,Rural,Major Collector,State Highway Agency,1208.0,38.67851667,-88.94016944,Motor Vehicle In-Transport,Angle,Four-Way Intersection,On Roadway,,Daylight,"Fog, Smog, Smoke",0,0,2003.0,0,0,NOT AVAILABLE,NOT AVAILABLE
2015,10623,Illinois,0,2,2,February,10,Tuesday,16,CR-22  (MUELLER RD),County Road,Rural,Major Collector,Town or Township Highway Agency,0.0,40.62658333,-89.50781944,Motor Vehicle In-Transport,Angle,T-Intersection,On Roadway,,Daylight,Clear,0,0,1998.0,1,0,NOT AVAILABLE,NOT AVAILABLE
2015,10623,Illinois,0,2,2,February,10,Tuesday,16,CR-22  (MUELLER RD),County Road,Rural,Major Collector,Town or Township Highway Agency,0.0,40.62658333,-89.50781944,Motor Vehicle In-Transport,Angle,T-Intersection,On Roadway,,Daylight,Clear,0,0,2009.0,0,0,NOT AVAILABLE,NOT AVAILABLE
2015,10623,Illinois,0,2,2,February,10,Tuesday,16,CR-22  (MUELLER RD),County Road,Rural,Major Collector,Town or Township Highway Agency,0.0,40.62658333,-89.50781944,Motor Vehicle In-Transport,Angle,T-Intersection,On Roadway,,Daylight,Clear,0,0,2001.0,0,0,NOT AVAILABLE,NOT AVAILABLE
2015,10624,Illinois,0,2,3,March,10,Tuesday,19,ELDRED-HILLVIEW RD,Local Street - Township,Rural,Major Collector,County Highway Agency,0.0,39.22066667,-90.55553333,Motor Vehicle In-Transport,Front-to-Front,Not an Intersection,On Roadway,,Dark - Not Lighted,Clear,0,0,2008.0,1,1,NOT AVAILABLE,NOT AVAILABLE
2015,10625,Illinois,0,2,2,March,7,Saturday,2,I-90,Interstate,Rural,Interstate,State Highway Agency,483.0,42.10692778,-88.40048056,Parked Motor Vehicle,Not a Collision with Motor Vehicle In-Transport,Not an Intersection,On Roadside,,Dark - Lighted,Clear,0,0,2011.0,1,1,NOT AVAILABLE,NOT AVAILABLE
2015,10626,Illinois,0,2,4,April,11,Saturday,5,SR-75  (FREEPORT RD),State Highway,Rural,Minor Arterial,State Highway Agency,0.0,42.41894444,-89.33134722,Motor Vehicle In-Transport,Angle,Four-Way Intersection,On Roadway,,Daylight,Clear,0,0,2005.0,0,0,NOT AVAILABLE,NOT AVAILABLE
2015,10626,Illinois,0,2,4,April,11,Saturday,5,SR-75  (FREEPORT RD),State Highway,Rural,Minor Arterial,State Highway Agency,0.0,42.41894444,-89.33134722,Motor Vehicle In-Transport,Angle,Four-Way Intersection,On Roadway,,Daylight,Clear,0,0,2013.0,1,0,NOT AVAILABLE,NOT AVAILABLE
2015,10627,Illinois,0,2,2,March,23,Monday,18,SR-162,State Highway,Urban,Principal Arterial - Other,State Highway Agency,11.0,38.70505556,-90.10245278,Motor Vehicle In-Transport,Front-to-Front,T-Intersection,On Roadway,,Dusk,Clear,0,0,2001.0,1,0,NOT AVAILABLE,NOT AVAILABLE
2015,10628,Illinois,0,2,2,April,3,Friday,15,I-55,Interstate,Urban,Interstate,State Highway Agency,2763.0,41.75588889,-87.917475,Parked Motor Vehicle,Not a Collision with Motor Vehicle In-Transport,Not an Intersection,On Roadside,,Daylight,Clear,0,0,2003.0,1,0,NOT AVAILABLE,NOT AVAILABLE
2015,10628,Illinois,0,2,2,April,3,Friday,15,I-55,Interstate,Urban,Interstate,State Highway Agency,2763.0,41.75588889,-87.917475,Parked Motor Vehicle,Not a Collision with Motor Vehicle In-Transport,Not an Intersection,On Roadside,,Daylight,Clear,0,0,2008.0,0,0,NOT AVAILABLE,NOT AVAILABLE
2015,10629,Illinois,0,3,4,March,24,Tuesday,13,EOLA RD,Local Street - Municipality,Urban,Minor Arterial,City or Municipal Highway Agency,0.0,41.79813889,-88.24044167,Motor Vehicle In-Transport,Angle,Four-Way Intersection,On Roadway,,Daylight,Clear,0,1,2004.0,0,0,NOT AVAILABLE,NOT AVAILABLE
2015,10629,Illinois,0,3,4,March,24,Tuesday,13,EOLA RD,Local Street - Municipality,Urban,Minor Arterial,City or Municipal Highway Agency,0.0,41.79813889,-88.24044167,Motor Vehicle In-Transport,Angle,Four-Way Intersection,On Roadway,,Daylight,Clear,0,0,2002.0,0,0,NOT AVAILABLE,NOT AVAILABLE
2015,10630,Illinois,0,1,1,March,31,Tuesday,13,WOLF CREEK RD,Local Street - Township,Rural,Local,Town or Township Highway Agency,0.0,37.70689167,-89.058475,Immersion or Partial Immersion,Not a Collision with Motor Vehicle In-Transport,Not an Intersection,Outside Trafficway,,Daylight,Clear,0,0,2014.0,1,1,NOT AVAILABLE,NOT AVAILABLE
2015,10631,Illinois,0,2,3,February,12,Thursday,22,SR-149,State Highway,Rural,Minor Arterial,State Highway Agency,315.0,37.89158333,-89.01683889,Motor Vehicle In-Transport,Angle,T-Intersection,On Roadway,,Dark - Not Lighted,Clear,0,0,2000.0,1,0,NOT AVAILABLE,NOT AVAILABLE
2015,10631,Illinois,0,2,3,February,12,Thursday,22,SR-149,State Highway,Rural,Minor Arterial,State Highway Agency,315.0,37.89158333,-89.01683889,Motor Vehicle In-Transport,Angle,T-Intersection,On Roadway,,Dark - Not Lighted,Clear,0,0,2007.0,0,0,NOT AVAILABLE,NOT AVAILABLE
2015,10632,Illinois,1,1,1,March,12,Thursday,5,SR-111,State Highway,Urban,Principal Arterial - Other,State Highway Agency,122.0,38.76427778,-90.06653056,Pedestrian,Not a Collision with Motor Vehicle In-Transport,T-Intersection,On Roadway,,Dark - Not Lighted,Clear,0,0,2000.0,1,0,NOT AVAILABLE,NOT AVAILABLE
2015,10633,Illinois,0,2,4,March,7,Saturday,14,IVESDALE/SADORUS RD,Local Street - Township,Rural,Major Collector,County Highway Agency,0.0,39.95134444,-88.42558056,Motor Vehicle In-Transport,Angle,Four-Way Intersection,On Roadway,,Daylight,Clear,0,0,2002.0,1,1,NOT AVAILABLE,NOT AVAILABLE
2015,10634,Illinois,0,2,2,February,27,Friday,7,SR-121,State Highway,Rural,Principal Arterial - Other,State Highway Agency,486.0,39.62203611,-88.68065556,Motor Vehicle In-Transport,Front-to-Rear,Not an Intersection,On Roadway,,Daylight,Clear,0,0,2003.0,1,0,NOT AVAILABLE,NOT AVAILABLE
2015,10635,Illinois,0,1,1,April,17,Friday,21,I-88,Interstate,Urban,Interstate,State Toll Road,1332.0,41.824625,-88.02383333,Concrete Traffic Barrier,Not a Collision with Motor Vehicle In-Transport,Not an Intersection,On Roadside,,Dark - Lighted,Clear,0,0,1994.0,1,1,NOT AVAILABLE,NOT AVAILABLE
2015,10635,Illinois,0,1,1,April,17,Friday,21,I-88,Interstate,Urban,Interstate,State Toll Road,1332.0,41.824625,-88.02383333,Concrete Traffic Barrier,Not a Collision with Motor Vehicle In-Transport,Not an Intersection,On Roadside,,Dark - Lighted,Clear,0,0,2002.0,0,0,NOT AVAILABLE,NOT AVAILABLE
2015,10636,Illinois,0,3,3,April,17,Friday,17,I-55,Interstate,Urban,Interstate,State Highway Agency,2764.0,41.75677778,-87.91595556,Motor Vehicle In-Transport,Front-to-Rear,Not an Intersection,On Roadway,,Daylight,Clear,0,0,1997.0,0,1,NOT AVAILABLE,NOT AVAILABLE
2015,10636,Illinois,0,3,3,April,17,Friday,17,I-55,Interstate,Urban,Interstate,State Highway Agency,2764.0,41.75677778,-87.91595556,Motor Vehicle In-Transport,Front-to-Rear,Not an Intersection,On Roadway,,Daylight,Clear,0,0,2007.0,1,0,NOT AVAILABLE,NOT AVAILABLE
2015,10637,Illinois,0,2,4,April,18,Saturday,13,I-55,Interstate,Urban,Interstate,State Highway Agency,2674.0,41.68864167,-88.061325,Fence,Not a Collision with Motor Vehicle In-Transport,Not an Intersection,Outside Trafficway,,Daylight,Clear,0,0,2012.0,1,1,NOT AVAILABLE,NOT AVAILABLE
2015,10638,Illinois,1,1,2,February,13,Friday,10,US-30  (LINCOLN HWY),U.S. Highway,Urban,Principal Arterial - Other,State Highway Agency,1311.0,41.51076667,-87.92785,Pedestrian,Not a Collision with Motor Vehicle In-Transport,Not an Intersection,On Roadway,,Daylight,Clear,0,0,1999.0,1,0,NOT AVAILABLE,NOT AVAILABLE
2015,10639,Illinois,1,1,1,February,21,Saturday,22,79TH ST,Local Street - Municipality,Urban,Minor Arterial,State Highway Agency,0.0,41.74738333,-87.834325,Pedestrian,Not a Collision with Motor Vehicle In-Transport,Not an Intersection,On Roadway,,Dark - Lighted,Clear,0,0,1999.0,0,0,NOT AVAILABLE,NOT AVAILABLE
2015,10640,Illinois,0,2,3,February,24,Tuesday,13,CR-5 (GALVA-ATKINSON RD),County Road,Rural,Major Collector,County Highway Agency,0.0,41.22868333,-90.04063056,Motor Vehicle In-Transport,Angle,Not an Intersection,On Roadway,,Daylight,Clear,0,0,2011.0,1,0,NOT AVAILABLE,NOT AVAILABLE
2015,10640,Illinois,0,2,3,February,24,Tuesday,13,CR-5 (GALVA-ATKINSON RD),County Road,Rural,Major Collector,County Highway Agency,0.0,41.22868333,-90.04063056,Motor Vehicle In-Transport,Angle,Not an Intersection,On Roadway,,Daylight,Clear,0,0,2016.0,0,0,NOT AVAILABLE,NOT AVAILABLE
2015,10641,Illinois,1,1,1,February,23,Monday,14,AUSTIN BLVD,Local Street - Municipality,Urban,Local,City or Municipal Highway Agency,0.0,41.89836667,-87.77526111,Pedestrian,Not a Collision with Motor Vehicle In-Transport,Four-Way Intersection,On Roadway,,Daylight,Clear,0,0,2004.0,1,0,NOT AVAILABLE,NOT AVAILABLE
2015,10642,Illinois,0,1,1,March,8,Sunday,4,THATCHER AVE,Local Street - Municipality,Urban,Major Collector,City or Municipal Highway Agency,0.0,41.90800556,-87.82429444,Guardrail Face,Not a Collision with Motor Vehicle In-Transport,Not an Intersection,On Roadside,,Dark - Lighted,Clear,0,0,2000.0,1,1,NOT AVAILABLE,NOT AVAILABLE
2015,10643,Illinois,1,3,3,March,5,Thursday,13,PULASKI RD,Local Street - Municipality,Urban,Local,State Highway Agency,0.0,41.87591111,-87.72549444,Pedestrian,Not a Collision with Motor Vehicle In-Transport,Not an Intersection,On Roadway,,Daylight,Clear,0,0,2014.0,1,1,NOT AVAILABLE,NOT AVAILABLE
2015,10644,Illinois,1,2,4,March,20,Friday,20,US-30 (WESTERN AVE),U.S. Highway,Urban,Principal Arterial - Other,City or Municipal Highway Agency,1221.0,41.52795,-88.08948889,Motor Vehicle In-Transport,Angle,Not an Intersection,On Roadway,,Dark - Lighted,Clear,0,0,1998.0,2,1,NOT AVAILABLE,NOT AVAILABLE
2015,10645,Illinois,0,1,1,March,25,Wednesday,13,I-74,Interstate,Urban,Interstate,State Highway Agency,2150.0,40.10488333,-87.6326,Concrete Traffic Barrier,Not a Collision with Motor Vehicle In-Transport,Not an Intersection,On Roadside,,Daylight,Clear,0,0,2004.0,0,0,NOT AVAILABLE,NOT AVAILABLE
2015,10645,Illinois,0,1,1,March,25,Wednesday,13,I-74,Interstate,Urban,Interstate,State Highway Agency,2150.0,40.10488333,-87.6326,Concrete Traffic Barrier,Not a Collision with Motor Vehicle In-Transport,Not an Intersection,On Roadside,,Daylight,Clear,0,0,2004.0,1,0,NOT AVAILABLE,NOT AVAILABLE
2015,10646,Illinois,0,1,1,April,11,Saturday,17,US-6,U.S. Highway,Rural,Minor Arterial,State Highway Agency,1087.0,41.31382778,-88.63056389,Rollover/Overturn,Not a Collision with Motor Vehicle In-Transport,Not an Intersection,On Roadside,,Daylight,Clear,0,0,2005.0,1,0,NOT AVAILABLE,NOT AVAILABLE
2015,10647,Illinois,0,2,3,March,29,Sunday,5,DAMEN AVE,Local Street - Municipality,Urban,Major Collector,City or Municipal Highway Agency,0.0,41.83689722,-87.67544167,Motor Vehicle In-Transport,Angle,Not an Intersection,On Roadway,,Dark - Lighted,Clear,0,0,2011.0,0,0,NOT AVAILABLE,NOT AVAILABLE
2015,10647,Illinois,0,2,3,March,29,Sunday,5,DAMEN AVE,Local Street - Municipality,Urban,Major Collector,City or Municipal Highway Agency,0.0,41.83689722,-87.67544167,Motor Vehicle In-Transport,Angle,Not an Intersection,On Roadway,,Dark - Lighted,Clear,0,0,1996.0,0,0,NOT AVAILABLE,NOT AVAILABLE
2015,10648,Illinois,1,1,1,April,10,Friday,18,CASEYVILLE AVE,Local Street - Municipality,Urban,Minor Arterial,Town or Township Highway Agency,0.0,38.63065556,-90.10741389,Pedalcyclist,Not a Collision with Motor Vehicle In-Transport,T-Intersection,On Roadway,,Daylight,Clear,0,0,2015.0,1,0,NOT AVAILABLE,NOT AVAILABLE
2015,10649,Illinois,0,2,2,April,8,Wednesday,17,SR-37,State Highway,Rural,Major Collector,State Highway Agency,502.0,37.67296111,-88.941975,Motor Vehicle In-Transport,Front-to-Front,Not an Intersection,On Roadway,,Daylight,Clear,0,0,2015.0,1,0,NOT AVAILABLE,NOT AVAILABLE
2015,10650,Illinois,0,2,2,April,12,Sunday,15,I-70,Interstate,Rural,Interstate,State Highway Agency,560.0,38.91416667,-89.27393333,Motor Vehicle In-Transport,Sideswipe - Same Direction,Not an Intersection,On Roadway,Construction,Daylight,Clear,0,0,2004.0,1,1,NOT AVAILABLE,NOT AVAILABLE
